ticker,company_name,province,hq_address_raw,soe_dummy_final,state_own_share
SLS,Công ty cổ phần Mía đường Sơn La,Sơn La,"\u003c/b\u003e Km 34 thị trấn Hát Lót, huyện Mai Sơn, tỉnh Sơn La\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (022) 3843 274 - Fax: (022) 3843 406\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông",0,
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Bình Phước,"\u003c/b\u003e Nhà máy Thủy điện Đăkglun: Thôn 5, xã Đường 10, huyện Bù Đăng, tỉnh Bình Phước, VN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 351 07 888 Fax: 84-(8) 355 12 427\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",0,
SMN,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Nam,Hồ Chí Minh,"\u003c/b\u003e 231 Nguyễn Văn Cừ, phường Chợ Quán, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e Điện thoại: (08) 38.300.312 Fax: (08) 38.351.488\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
SMT,Công ty cổ phần SAMETEL,Hà Nội,"\u003c/b\u003e Tháp Thiên niên kỷ, số 4 Quang Trung, P.Hà Đông, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(61) 3 5142 77 - 351 4279 Fax: (84 61) 3 514 2\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
SPC,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e Nguyễn Văn Quỳ, KP 1, phường Tân Thuận, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.8) 38 733 666 - 38 731 149/ Fax: 84-(8) 387 33\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
SPM,Công ty Cổ phần S.P.M,Hồ Chí Minh,"\u003c/b\u003e Lô 51, Đường số 2, KCN Tân Tạo, Q. Bình Tân, TP.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 386 237 47 Fax: 84-(8) 386 237 48\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
SRC,Công ty Cổ phần Cao Su Sao Vàng,Hà Nội,\u003c/b\u003e 231 đường Nguyễn Trãi - phường Khương Đình - TP Hà nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3858 3656 Fax: 024 3858 3644\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00,0,
SRF,Công ty Cổ phần SEAREFICO,Hồ Chí Minh,"\u003c/b\u003e 253 Hoàng Văn Thụ, Phường Tân Sơn Hòa, Thành phố HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 28 3822 7260\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\",0,
SSB,Ngân hàng Thương mại cổ phần Đông Nam Á,Hà Nội,"\u003c/b\u003e Toà nhà BRG, số 198 Trần Quang Khải, phường Lý Thái Tổ, quận Hoàn Kiếm, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +844 3944 8688 Fax: +844 3944 8689\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
SSI,Công ty cổ phần Chứng khoán SSI,Hồ Chí Minh,"\u003c/b\u003e 72 Nguyễn Huệ, phường Sài Gòn, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 3824 2897 - Fax: +84-(08) 3824 2997\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
SSM,Công ty Cổ phần Chế tạo Kết cấu Thép VNECO.SSM,Đà Nẵng,"\u003c/b\u003e Đường số 9, KCN Hòa Khánh, Q.Liên Chiểu, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 373 29 98 Fax: 84-(511) 373 24 89\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\",0,
ST8,Công ty Cổ phần Tập đoàn ST8,Hồ Chí Minh,"\u003c/b\u003e A20 Tân Phong, đường Nguyễn Hữu Thọ, P.Tân Phong, Quận 7, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-6262 8888 - Fax: +84-(08)-6262 6777\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công b",0,
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 220 Bis Nguyễn Đức Cảnh, Phường Thạnh Mỹ Tây, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3821 39 13 Fax: 84-(8) 3821 35 53\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
SVI,Công ty Cổ phần Bao bì Biên Hòa,Đồng Nai,"\u003c/b\u003e Đường số 7, KCN Biên Hoà 1, phường An Bình, TP Biên Hoà, Đồng Nai \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-61) 3 836121 - 3836122 Fax (84-61) 3 832939\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
SVN,Công ty cổ phần Tập đoàn Vexilla Việt Nam,Hồ Chí Minh,"\u003c/b\u003e F03, tòa nhà The Manor 2, số 91 Nguyễn Hữu Cảnh, phường 22, quận Bình Thạnh, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (04) 37 835 103 Fax: (04)37 835 103\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Hồ Chí Minh,"\u003c/b\u003e 102A Phó Cơ Điều, Phường 4, Quận 11, TP.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.8) 3956 0169/ 3855 9133 – Fax: (028)39560893\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
SZC,Công ty cổ phần Sonadezi Châu Đức,Đồng Nai,"\u003c/b\u003e Tầng 9, Cao ốc Sonadezi, Số 1, Đường 1, KCN Biên Hòa 1, Phường Trấn Biên, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0251) 8860 788 Fax: (0251) 8860 783\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",0,
SZL,Công ty cổ phần Sonadezi Long Thành,Đồng Nai,"\u003c/b\u003e Khu CN Long Thành, xã An Phước, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(61) 351 44 94/496 Fax: 84-(61) 351 44 99/92\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
TBX,Công ty Cổ phần Xi măng Thái Bình,Thái Bình,"\u003c/b\u003e Số 1 Quách Đình Bảo, cụm CN Phong Phú, phường Thái Bình, tỉnh Hưng Yên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(36) 3647 505 Fax: 84-(36) 3647 506\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",1,0.7
TC6,Công ty cổ phần Than Cọc Sáu - Vinacomin,Quảng Ninh,"\u003c/b\u003e Phường Cẩm Phú, Thị xã Cẩm Phả, Tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(33) 3 862 062 - Fax: 84-(33) 3 863 936\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
TCD,Công ty Cổ phần Tập đoàn Xây dựng Tracodi,Hồ Chí Minh,"\u003c/b\u003e 89 Cách Mạng Tháng Tám, Phường Bến Thành, Thành phố Hồ Chí Minh.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84(-028)-3833.0314 - Fax: +84(-028)-3833.0315\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
TCH,Công ty cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Hải Phòng,"\u003c/b\u003e Số 116 Nguyễn Đức Cảnh, phường An Biên, quận Lê Chân, Thành phố Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 3610 021 - Fax: 0225 3955 322\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
TCI,Công ty cổ phần Chứng khoán Thành Công,Hồ Chí Minh,"\u003c/b\u003e Lầu 2, số 6 Hồ Tùng Mậu, phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84 28) 3827 0527 Fax: (+84 28)3821 8010\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hồ Chí Minh,"\u003c/b\u003e Số 36 Tây Thạnh, P. Tây Thạnh, Q.Tân Phú, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028) 3815 3962 - Fax: +84-(028) 38152 757\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",0,
TCR,Công ty Cổ phần Công nghiệp Gốm sứ Taicera,Đồng Nai,"\u003c/b\u003e Khu công nghiệp Gò Dầu, Xã Phước Thái, Huyện Long Thành, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0613 841 594 - 841 597 Fax: 0613 841 598 - 841 592\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",0,
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Tây Ninh,"\u003c/b\u003e Núi Bà Đen, khu phố Ninh Phú, Phường Ninh Sơn, TP Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84 - 66) 3823 448 Fax: (84 - 66) 3823 448\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",0,
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Hồ Chí Minh,"\u003c/b\u003e 57 Song Hành, Khu phố 5, Phường Bình Trưng, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8) 3914 3111 - Fax: (84-8) 3914 3222\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
TDM,Công ty cổ phần Nước Thủ Dầu Một,Bình Dương,\u003c/b\u003e Số 13 Ngô Văn Trị - P.Phú Lợi - T.P Thủ Dầu Một - tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.650) 384 2255 - Fax: (84.650) 384 1838\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti,0,
TDN,Công ty Cổ phần Than Đèo Nai - Vinacomin,Quảng Ninh,"\u003c/b\u003e phường Cẩm Tây, thị xã Cẩm Phả, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(33) 3864 251 - Fax: +84-(33) 3863 942\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
TDP,Công ty cổ phần Thuận Đức,Hưng Yên,"\u003c/b\u003e Thôn Bằng Ngang, Thị trấn Lương Bằng, huyện Kim Động, tỉnh Hưng Yên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0221)-381.0705 - Fax: +84-(0221)-381.0706\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
TDT,Công ty cổ phần Đầu tư và Phát triển TDT,Thái Nguyên,"\u003c/b\u003e xã Điềm Thụy, huyện Phú Bình, tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e Tel: 0208.6567898 | Fax: 0208.3569898\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/",0,
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Hồ Chí Minh,"\u003c/b\u003e 8 Khổng Tử, Phường Thủ Đức, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 19001012\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e\u003cb\u003",0,
TEG,Công ty Cổ phần Trường Thành Energy Group,Hà Nội,"\u003c/b\u003e ầng 4 tòa nhà Sun Grand City Ancora Residence, Số 03 Lương Yên, phường Hai Bà Trưng, thành phổ Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04-35599599 - Fax: 04-38398974\u003c/p\u003e\u003cp\u003e\u003cb\u00",0,
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hà Nội,"\u003c/b\u003e 79 Lạc Trung, phường Vĩnh Tuy, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 39360808 - Fax: 024 39360909\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u0",0,
THB,Công ty cổ phần Bia Hà Nội - Thanh Hóa,Thanh Hóa,"\u003c/b\u003e 152 Quang Trung, phường Hạc Thành, tỉnh Thanh Hóa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(37) 385 25 03 Fax: 84-(37) 385 32 70\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
THD,Công ty Cổ phần Thaiholdings,Hà Nội,"\u003c/b\u003e 210 Trần Quang Khải, phường Hoàn Kiếm, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3968 9898 - Fax: 024 3525 9898\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Đồng Tháp,"\u003c/b\u003e Số 46 - 48 Nguyễn Công Bình, Phường Trung An, Tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 073 3872 878 Fax: 073 3850 597\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
THS,Công ty cổ phần Thanh Hoa - Sông Đà,Thanh Hóa,"\u003c/b\u003e Số 25 Đại lộ Lê Lợi, Phường Lam Sơn, Tp. Thanh Hóa, Tỉnh Thanh Hóa \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0373.724.892 / 0373.852.230 Fax : 0373.855.750\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
THT,Công ty cổ phần Than Hà Tu - Vinacomin,Quảng Ninh,"\u003c/b\u003e Tổ 6, khu phố Hà Tu 3, P.Hà Tu, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(3) 38 35 169 Fax: 84-(3) 38 36 120\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",0,1.0
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Hà Nội,"\u003c/b\u003e Tầng 8, tháp B, tòa nhà Sông Đà, đường Phạm Hùng, phường Mỹ Đình I, quận Nam Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 625 88 555 Fax: 84-(4) 625 66 966\u003c/p\u003e\u003cp\u003e\u003cb\",0,
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Hồ Chí Minh,"\u003c/b\u003e 89 Lý Thường Kiệt, Phường Tân Hòa, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-28 3868 6378 - Fax: 84-28 3864 2060\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",0,
TJC,Công ty cổ phần Dịch vụ Vận tải và Thương mại,Hải Phòng,"\u003c/b\u003e Số 05 lô 2B Khu đô thị mới Ngã 5 Sân bay Cát Bi, phường Đông Khê, quận Ngô quyền, thành phố Hải Phòng, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e ( 84 - 31 ) 3842565 - Fax: ( 84-31) 3822155\u003c/p\u003e",0,
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Đồng Nai,"\u003c/b\u003e Số 3, đường 2A, KCN Biên Hòa 2, phường Long Hưng, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(61) 3836 688 Fax: 84-(61) 3836 552\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",1,1.0
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Hà Nội,"\u003c/b\u003e Thôn Trung, xã Liên Trung, huyện Đan Phượng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024.3363.1063 Fax : 024.3373.3333\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Đồng Nai,"\u003c/b\u003e G4A, KP.4, Phường Tam Hiệp, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(61)-3823 187 - Fax: +84-(61)-3892 043\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
TMP,Công ty cổ phần Thủy điện Thác Mơ,Đồng Nai,"\u003c/b\u003e Khu phố Thác Mơ 5, phường Phước Long, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(651) 224 50 94 Fax: 84-(651) 377 82 68\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
TMT,Công ty Cổ phần Ô tô TMT,Hà Nội,"\u003c/b\u003e Tầng 9+10, tòa nhà CONINCO, số 4 Tôn Thất Tùng, phường Kim Liên, quận Đống Đa, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 386 282 05 Fax: 84-(4) 382 687 03\u003c/p\u003e\u003cp\u003e\u003cb\u003e",0,
TMX,Công ty cổ phần VICEM Thương mại Xi măng,Hà Nội,\u003c/b\u003e 348 đường Giải Phóng - Phương Liệt - Thanh Xuân - Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3864 3346/3864 2408 Fax: 84-(4) 3864 2586\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:,0,
TNH,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,Thái Nguyên,"\u003c/b\u003e Số 328 đường Lương Ngọc Quyến, phường Đồng Quang, T.P Thái Nguyên, tỉnh Thái Nguyên\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02086285658\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
TNI,Công ty cổ phần Tập đoàn Thành Nam,Hà Nội,"\u003c/b\u003e Tầng 3, tháp A, toà nhà Golden Palace, số 99 đường Mễ Trì, quận Nam Từ Liêm, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (04) 3787 1397 Fax: (04) 3787 1395\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười c",0,
TNT,Công ty Cổ phần Tập đoàn TNT,Hà Nội,"\u003c/b\u003e Tầng 1A, toà nhà Star City , số 23 Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 6251 0894 - Fax: (84-4) 6251 0895\u003c/p\u003e\u003cp\u003e\u003cb\",0,
TOT,Công ty Cổ phần Transimex Logistics,Hồ Chí Minh,"\u003c/b\u003e Tầng 2, tòa nhà Phú Nhuận Plaza, 82 Trần Huy Liệu, phường 15, phường Cầu Kiệu, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-3729.7373\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
TPB,Ngân hàng Thương mại cổ phần Tiên Phong,Hà Nội,"\u003c/b\u003e Số 57 Lý Thường Kiệt, Phường Cửa Nam, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-37 683 683 - Fax: +84-(04)-3768 8979\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Hồ Chí Minh,"\u003c/b\u003e 414 lầu 5 Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 (028) 3973 72 77/ 278 Fax: +84 (028) 3973 7\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",0,
TRC,Công ty Cổ phần Cao su Tây Ninh,Tây Ninh,"\u003c/b\u003e Quốc lộ 22B, xã Hiệp Thạnh, huyện Gò Dầu, tỉnh Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(66)-3853 606/ 385 32 32 - Fax: 066. 3853608\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
TSB,Công ty Cổ phần Ắc quy Tia sáng,Hải Phòng,"\u003c/b\u003e Đại lộ Tôn Đức Thắng, xã An Đồng, huyện An Dương, TP. Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-031) 3 857 810 - Fax: (84-031) 3 835 876\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Đồng Nai,"\u003c/b\u003e Đường số 01, Khu Công Nghiệp Biên Hòa I, Tỉnh Đồng Nai \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(61) 383 60 66 Fax: 84-(61) 383 63 05\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Quảng Ngãi,"\u003c/b\u003e Số 507, phường Đăk Cấm, tỉnh Quảng Ngãi\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-60) 3868119 Fax: (84-60) 3868901\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u0",0,
TTH,Công ty cổ phần Thương mại và Dịch vụ Tiến Thành,Hà Nội,"\u003c/b\u003e KĐT Việt Hưng, phường Việt Hưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-0963.893.958\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e\u00",0,
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Hồ Chí Minh,"\u003c/b\u003e 32 Ngô Thời Nhiệm, Phường Xuân Hòa, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 222 11 057 Fax: 84-(8) 222 10 408\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
TVB,Công ty cổ phần Chứng khoán T-Cap,Hà Nội,"\u003c/b\u003e Tầng 2 số 142 Đội Cấn, Phường Ngọc Hà, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e Điện thoại : (84.24) 6273 2059 - Fax : (84.24) 627\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
TVD,Công ty cổ phần Than Vàng Danh - Vinacomin,Quảng Ninh,"\u003c/b\u003e 969 đường Bạch Đằng , phường Quang Trung, thành phố Uông Bí, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 033.3853.104 - Fax: 033.3853120\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Hà Nội,"\u003c/b\u003e Tòa nhà TĐL, 22 Láng Hạ,Láng Hạ, Đống Đa, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 3248 4820 Fax: +84 4 3248 4821\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
TXM,Công ty cổ phần VICEM Thạch cao Xi măng,Hà Nội,"\u003c/b\u003e 24 Hà Nội, phường Thuận Hóa, T.P Huế\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84) 54 384 63 63 - Fax: (+84) 54 282 54 22\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u",0,
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị Idico,Đồng Nai,"\u003c/b\u003e Đường số 4, KCN Nhơn Trạch 1, xã Nhơn Trạch, tỉnh Đồng Nai.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(61) 3 560 614 Fax: 84-(61) 3 560 610\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",0,
